Genre,Poem,char_count,word_count,clean_poem
Music,"They kept showing up, for days,dead on the windowsill,and for days I did nothing about the ladybugsexcept to ask if their entering the houseunnoticed and dying before I saw themwas symbolic.Thinking so was easy.They symbolized birth and death,change and rebirth.It was also possible the tiny beetlesembodied an inborn needto show",329,50,kept showing daysdead windowsilland day nothing ladybugsexcept ask entering houseunnoticed dying saw themwas symbolicthinking easythey symbolized birth deathchange rebirthit also possible tiny beetlesembodied inborn needto show
Music,This fireman comes every afternoon to the café on the corner dressed for his shift in clean dark blues This time it’s the second Wednesday of January and he’s meeting his daughter again who must be five or six and who is always waiting for her father like this in her,267,51,fireman come every afternoon café corner dressed shift clean dark blue time it’s second wednesday january he’s meeting daughter must five six always waiting father like
Music,"This is not how it begins but how you understand it. I walk many kilometers and find myself to be the same— the same moon hovering over the same, bleached sky, and when the officer calls me it is a name I do not recognize, a self I do not recognize. We are asked to",265,55,begin understand walk many kilometer find same— moon hovering bleached sky officer call name recognize self recognize asked
Music,"This massive apartment: a whole room left Empty to air, where we used to sleep. So many steps on the waxed wood, like off turns On the dial of a lock whose combination one’s lost— All decaying about me like empire, The moldings moldering while I sit frozen As a swan on the surface of a",286,56,massive apartment whole room left empty air used sleep many step waxed wood like turn dial lock whose combination one’s lost— decaying like empire molding moldering sit frozen swan surface
Music,This painting of a barn and barnyard near sundown May be enough to suggest we don’t have to turn From the visible world to the invisible In order to grasp the truth of things. We don’t always have to distrust appearances. Not if we’re patient. Not if we’re willing To wait for the sun to reach,293,56,painting barn barnyard near sundown may enough suggest don’t turn visible world invisible order grasp truth thing don’t always distrust appearance we’re patient we’re willing wait sun reach
Music,"This place previously in a vision      Wet pen drawn at the lineA place religiously tied     religiously religiouslyA person, place or thingBring thy pebble or thy flowers or thy inscriptionBring bring bringeth your loveDear ones bringeth your loveAshes to treesThe trees!",272,40,place previously vision wet pen drawn linea place religiously tied religiously religiouslya person place thingbring thy pebble thy flower thy inscriptionbring bring bringeth lovedear one bringeth loveashes treesthe tree
Music,Through predictive analytics I understood the inevitability of the caged-up babies They keep coffins at the border for when the refugees get too far from home How many thousands of bodies can we fit in a tent or a swimming pool We can live without the unknown in front of,271,50,predictive analytics understood inevitability cagedup baby keep coffin border refugee get far home many thousand body fit tent swimming pool live without unknown front
Music,"Today I woke up in my bodyand wasn’t that body anymore. It’s more like my dog—for the most part obedient,warming to mewhen I slip it goldfish or toast, but it sheds.Can’t get past a simple sit,stay, turn over. House-trained, but not entirely. This doesn’t mean it’s time to say goodbye. I’ve realized the estrangementis",319,54,today woke bodyand wasn’t body anymore it’s like dog—for part obedientwarming mewhen slip goldfish toast shedscan’t get past simple sitstay turn housetrained entirely doesn’t mean it’s time say goodbye i’ve realized estrangementis
Music,"Too soon, perhaps, for fruit. And the broad branches,ice-sheathed early, may bear none. But still the womanwaits, with her ladder and sack, for something to break.A gold, a lengthening of light. For the greens to burstinto something not unlike flame: the pale fruitblushing over weeks through the furred cleft creases:a",319,50,soon perhaps fruit broad branchesicesheathed early may bear none still womanwaits ladder sack something breaka gold lengthening light green burstinto something unlike flame pale fruitblushing week furred cleft creasesa
Music,"Turns out lots of lines prove blurry I once thought sharp. Some blur from further away, some from closer in. Plant/animal, for instance. On which side, and why, the sessile polyps, corals and sea anemones? Same problem saying why my self must be internal.Where do I see those finches glinting at the feeder? To experience",321,55,turn lot line prove blurry thought sharp blur away closer plantanimal instance side sessile polyp coral sea anemone problem saying self must internalwhere see finch glinting feeder experience
Music,"We bank sneaks do it for the back- jumping buzz and for the poetry of course, iamb after iamb of ka- klink in our birdcage coffers. The beard-jammer (that shitty shirtrabbit) dropped from the eaves after a whole lot of listening and squashed my swagger in seconds. So here I am on yonder Ponder Island, forced to forgo the",322,59,bank sneak back jumping buzz poetry course iamb iamb ka klink birdcage coffer beardjammer shitty shirtrabbit dropped eaves whole lot listening squashed swagger second yonder ponder island forced forgo
Music,"We pay to enter the dirty pen. We buy small bags of feed to feed the well-fed animals. We are guests in their home, our feet on their sawdust floor. We pretend not to notice the stench. Theirs is a predictable life. Better, I guess, than the slaughter, is the many-handed god. Me? I’m going to leave here, eat a",311,60,pay enter dirty pen buy small bag feed feed wellfed animal guest home foot sawdust floor pretend notice stench predictable life better guess slaughter manyhanded god i’m going leave eat
Music,"We should not have produced all this life.Let’s say I amin a state of heightened attentiveness.Is this my gift? Do I take your head in my handsand swivel it, or cast marbles around our feet, make a line I bring you behind?Now: see the man on wire, taste the papery",264,50,produced lifelet’s say amin state heightened attentivenessis gift take head handsand swivel cast marble around foot make line bring behindnow see man wire taste papery
Music,"We walk through clouds wrapped in ancient symbolsWe descend the hill wearing water Maybe we are deadand don’t know itMaybe we are violet flowers and those we long for love onlyour unmade heartsOn attend, on attendWait for Duras and Eminescuto tell us in French then Romanianlight has wounds slow down— memory is",311,52,walk cloud wrapped ancient symbolswe descend hill wearing water maybe deadand don’t know itmaybe violet flower long love onlyour unmade heartson attend attendwait dura eminescuto tell u french romanianlight wound slow down— memory
Music,"Well, I guess no one can have everything. I must learn to celebrate when I fail. Inner growth and fortitude follow the sting, right? Won't I rise with holy wind in my sails? Yet they always seem to get what I want, door after door flung open. Why are the keepers of doors, who haunt the hopeful",294,57,well guess one everything must learn celebrate fail inner growth fortitude follow sting right wont rise holy wind sail yet always seem get want door door flung open keeper door haunt hopeful
Music,"What can I say to cheer you up? This afternoon the sky is like five portholes between the clouds. The unidentifiable weeds are tall and still unidentifiable and I miss the cows in the field, where have they gone? Sometimes one would wander then stand in the middle of the",271,50,say cheer afternoon sky like five porthole cloud unidentifiable weed tall still unidentifiable miss cow field gone sometimes one would wander stand middle
Music,"What is a wound but a flower dying on its descent to the earth, bag of scent filled with war, forest, torches, some trouble that befell now over and done. A wound is a fire sinking into itself. The tinder serves only so long, the log holds on and still it gives up, collapses into its bed of",291,58,wound flower dying descent earth bag scent filled war forest torch trouble befell done wound fire sinking tinder serf long log hold still give collapse bed
Music,"What is it you feel I asked Kurt when you listen toRavel’s String Quartet in F-major, his face was so lit upand I wondered, “the music is unlike the world I liveor think in, it’s from somewhere else, unfamiliar and unknown,not because it is relevant to the familiar and comfortable,but",285,50,feel asked kurt listen toravel’s string quartet fmajor face lit upand wondered “the music unlike world liveor think it’s somewhere else unfamiliar unknownnot relevant familiar comfortablebut
Music,What is the point of travel For a DeafBlind person Other than the food the people the shops And all that* Part one young Question mother father Know right name Work some day*The mutant four-fingered carrot Is in the pot and growing Sweeter as it relaxes Its grip*When we say good morning In Japanese Sign Language We pull down a string To,338,62,point travel deafblind person food people shop part one young question mother father know right name work daythe mutant fourfingered carrot pot growing sweeter relaxes gripwhen say good morning japanese sign language pull string
Music,"What words can you wrap arounda dying brother, still dying, even now.A man who has not eaten for a monthsips at water and says, even thirst is a gift.He asks what other gifts God has given him.I’m your gift, his daughter says from a corner.And he smiles and rasps—you can",271,50,word wrap arounda dying brother still dying even nowa man eaten monthsips water say even thirst gifthe asks gift god given himi’m gift daughter say cornerand smile rasps—you
Music,"Whatever her story is, today and every day that I’m here, she’s here in her long, quilted green coat, her companion—a beagle?— nose to the ground, its tail a shimmy. Unlidded to lidded trash can they go, and all along the fence lining the stream, looking, I think, for whatever salvageable cast-offs can be found. By all",320,57,whatever story today every day i’m she’s long quilted green coat companion—a beagle— nose ground tail shimmy unlidded lidded trash go along fence lining stream looking think whatever salvageable castoffs found
Music,"When did I know that I’d have to carry it around in order to have it when I need it, say in a pocket,the dark itself not dark enough but needing to be added to, handful by handful if necessary, untilthe way my mother would sit all night in a room without the",258,53,know i’d carry around order need say pocketthe dark dark enough needing added handful handful necessary untilthe way mother would sit night room without
Music,"When glaciers trapped a third of Earth’s water and drained the Bering Strait, humans journeyed to this land where wind swept the steppes of snow, exposing grass that would be plucked by mammoth trunks and ground by washboard teeth. Up to thirteen feet, their tusks curved helically and would intertwine if they went",315,53,glacier trapped third earth’s water drained bering strait human journeyed land wind swept steppe snow exposing grass would plucked mammoth trunk ground washboard teeth thirteen foot tusk curved helically would intertwine went
Music,"when I dropped my 12-year-old off at her first homecoming dance, I tried not to look her newly-developed breasts, all surprise and alert in their uncertainty. I tried not to imagine her mashed between a young man's curiousness and the gym's sweaty wall. I tried not picture her grinding off beat/on time to",306,53,dropped yearold first homecoming dance tried look newlydeveloped breast surprise alert uncertainty tried imagine mashed young man curiousness gym sweaty wall tried picture grinding beaton time
Music,"When I rose into the cradle of my mother’s mind, she was but a girl, fighting her sisters over a flimsy doll. It’s easy to forget how noiseless I could be spying from behind my mother’s eyes as her mother, bulging with a baby, a real-life Tiny Tears, eclipsed the doorway with a moon. We all fell silent. My",307,59,rose cradle mother’s mind girl fighting sister flimsy doll it’s easy forget noiseless could spying behind mother’s eye mother bulging baby reallife tiny tear eclipsed doorway moon fell silent
Music,"When I tell it, the first time I saw hail, I say it was in a desert and knocked a man unconscious then drove a woman into my arms because she thought the end was near but I assured her this wasn’t the case. When he tells it, he smiles, says the first winter after their exodus was",280,58,tell first time saw hail say desert knocked man unconscious drove woman arm thought end near assured wasn’t case tell smile say first winter exodus
Music,When I woke for school the next day the sky was uniform & less than infinite,76,16,woke school next day sky uniform less infinite
Music,"When it comes at me in the mirror with its meaningramping up until it passes and lowers in pitch, I’m onthe bit of the M1 where it bisects the Ring of Gullion and I switch lanes, and let my right foot alleviateits weight on the accelerator of",242,47,come mirror meaningramping pass lower pitch i’m onthe bit bisects ring gullion switch lane let right foot alleviateits weight accelerator
Music,"When the dead returnthey will come to you in dreamand in waking, will be the birdknocking, knocking against glass, seekinga way in, will masqueradeas the wind, its voice made audibleby the tongues of leaves, greedilylapping, as the waves’ self-made fugueis a turning",266,42,dead returnthey come dreamand waking birdknocking knocking glass seekinga way masqueradeas wind voice made audibleby tongue leaf greedilylapping waves’ selfmade fugueis turning
Music,"When they first glimpsed Creation, it was only",46,8,first glimpsed creation
Music,"When, at the end, the children wantedto add glitter to their valentines, I said no. I said nope, no, no glitter, and then,when they started to fuss, I found myself saying something my brother’s football coachused to bark from the sidelines when one of his players showed",270,47,end child wantedto add glitter valentine said said nope glitter thenwhen started fuss found saying something brother’s football coachused bark sideline one player showed
Music,white-throat sparrows/full of note/netted in the eventide/voices sawing the trees/fragile little bodies/tracing frantic circlesnot understanding/what we must all come to accept/not one day,188,23,whitethroat sparrowsfull notenetted eventidevoices sawing treesfragile little bodiestracing frantic circlesnot understandingwhat must come acceptnot one day
Music,Why don’t more animals pass through here? Dale asked There were none But sounds shifting in thick oil behind the cement wall that kept precisely those animals out the moon was rising a bruise was rakish on the moon’s right brain A coyote to the southwest on,257,47,don’t animal pas dale asked none sound shifting thick oil behind cement wall kept precisely animal moon rising bruise rakish moon’s right brain coyote southwest
Music,"Yesterday, the final petal curled its soft lure into bone.The flowerhead shed clean, I gathered up your spineand built you on a dark day. You are still missingsome parts. Each morning, I curl red psalms into the shellsin your chest. I have buried each slow light: cardinal’s yolk, live seawater,my",297,50,yesterday final petal curled soft lure bonethe flowerhead shed clean gathered spineand built dark day still missingsome part morning curl red psalm shellsin chest buried slow light cardinal’s yolk live seawatermy
Music,"Yoked to what? To whom? Calibration. Checkmate.Thunderous blowhard, tiny tea kettle. Boom.Bastion at the market, flashlight mimicry.Look at my phrase making, batting eyes.Whose hand do you hold? Whose hand do you want?Enough of this, ruiner. What’s the gift of talk,talk, talk. Where’re your minions, battle stations.Take out your troubled photocopies and burnthe Pilgrim’s kiss. There’s only one story. It",406,59,yoked calibration checkmatethunderous blowhard tiny tea kettle boombastion market flashlight mimicrylook phrase making batting eyeswhose hand hold whose hand wantenough ruiner what’s gift talktalk talk where’re minion battle stationstake troubled photocopy burnthe pilgrim’s kiss there’s one story
Music,You ask me again this evening at what priceDoes wisdom finally come in any lifeOr at any age & now I think I,108,23,ask evening pricedoes wisdom finally come lifeor age think
Music,you cannot read what you do not collect the rain came in algidity after suffocating heat still the ravaging of marow is worth it tendons swollen & seasoned with need madness is always a hunger,192,35,cannot read collect rain came algidity suffocating heat still ravaging marow worth tendon swollen seasoned need madness always hunger
Music,"You know how it pretendsto have a broken wing tolure predators away from itsnest, how it staggers just outof reach . . . if, at this moment, you’re feeling metaphorical,nest can be the whateverinside us that we think needsprotection, the whatever that issmall",259,43,know pretendsto broken wing tolure predator away itsnest stagger outof reach moment you’re feeling metaphoricalnest whateverinside u think needsprotection whatever issmall
Music,"You might say fear is a predictable emotion & I might agree. Whenever my husband leaves for his graveyard shift, when he prepares to walk out into the abyss of black sky, I am afraid tonight will be the night I become a widow. I don't want to love like this. But here we are: walking hand in hand in our parkas down the",319,64,might say fear predictable emotion might agree whenever husband leaf graveyard shift prepares walk abyss black sky afraid tonight night become widow dont want love like walking hand hand parka
Music,"You should never put the new antlers of a deer to your nose and smell them. They have little insects that crawl into the nose and devour the brain. —Kenkō, Essays in Idleness Consider that the insects might be metaphor. That the antlers’ wet velvet scent might be Proust’s madeleine dipped into a cup of",303,55,never put new antler deer nose smell little insect crawl nose devour brain —kenkō essay idleness consider insect might metaphor antlers’ wet velvet scent might proust’s madeleine dipped cup
Music,"You, who have bowed your head, shed another season of antlers at my feet, for yearsyou fall asleep to the lullabies of dolls, cotton-stuffed and frayed, ears damp with sleepand saliva, scalps knotted with yarn, milk-breath, and yawns. Birth is a torn ticket stub, a sugarcone wrapped in a paper sleeve, the blackest ice.",320,54,bowed head shed another season antler foot yearsyou fall asleep lullaby doll cottonstuffed frayed ear damp sleepand saliva scalp knotted yarn milkbreath yawn birth torn ticket stub sugarcone wrapped paper sleeve blackest ice
Music,you’re embarrassed by your own om you say—planning your funeral considering deep drones only a limited number of patterns exist for such a song played in one breath a prayer for a pregnant woman’s easy delivery a tender preamble for a new instrument a piece played for expressing gratitude a state of mind resembling moonlight a lighter,336,57,you’re embarrassed om say—planning funeral considering deep drone limited number pattern exist song played one breath prayer pregnant woman’s easy delivery tender preamble new instrument piece played expressing gratitude state mind resembling moonlight lighter
Music,"You’re used to it, the way,in the first wide-eyedminutes, climbing from parking lotto fire trail, or rifling throughcupboards in a rented kitchen,I can’t help but tell youwe should visit here again,my reverie insertinga variation in the season,or giving friends the roomnext door, in stubborn panicto fix this happiness in placeby",330,50,you’re used wayin first wideeyedminutes climbing parking lotto fire trail rifling throughcupboards rented kitcheni can’t help tell youwe visit againmy reverie insertinga variation seasonor giving friend roomnext door stubborn panicto fix happiness placeby
Death,"          in memory of Seth Walsh, Justin Aaberg, Billy Lucas, and Tyler ClementiThere are those who suffer in plain sight, there are those who suffer in private. Nothing but secondhand details: a last shower, a request for a pen, a tall red oak.There are those who suffer in private. The one in Tehachapi, aged 13. A",317,55,memory seth walsh justin aaberg billy lucas tyler clementithere suffer plain sight suffer private nothing secondhand detail last shower request pen tall red oakthere suffer private one tehachapi aged
Death," “Seldom we find,” says Solomon Don Dunce,“Half an idea in the profoundest sonnet.Through all the flimsy things we see at onceAs easily as through a Naples",155,26,“seldom find” say solomon dunce“half idea profoundest sonnetthrough flimsy thing see onceas easily naples
Death," (For Alden March)With dropping sail and pennant That never a wind may reach, They float in sunless waters Beside a sunless beach. Their mighty masts and funnels Are white as driven snow, And with a",198,35,alden marchwith dropping sail pennant never wind may reach float sunless water beside sunless beach mighty mast funnel white driven snow
Death," After Shiloh, with smoke still scumbling the air, the Harper’s artist paced away from the sunken road where a full brigade had been strafed and decimated. The flies had begun to swarm, lighting on the eyes and open wounds of the fallen, the stench already gut-wrenching, heartrending, as were the groans of injured pack animals weighted down by",345,58,shiloh smoke still scumbling air harper’s artist paced away sunken road full brigade strafed decimated fly begun swarm lighting eye open wound fallen stench already gutwrenching heartrending groan injured pack animal weighted
Death," filaments of her gift persistent mysteriespalpable consciousness a world of naming of ablutions in time fighter instinct action, the pressing in, closing",154,22,filament gift persistent mysteriespalpable consciousness world naming ablution time fighter instinct action pressing closing
Death," GEORGEAUGUSTUSCLOUGH A NATIVE OF LIVERPOOL,",44,5,georgeaugustusclough native liverpool
Death," i.m. Mark StrandMark came into the room and said, Tom, you have the face of a dog. Alan, you have the face of a horse. And me, I have the face",143,31,im mark strandmark came room said tom face dog alan face horse face
Death," LINES WRITTEN IN THE VALE OF CHAMOUNIThe everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook",330,53,line written vale chamounithe everlasting universe thing flow mind roll rapid wave dark—now glittering—now reflecting gloom— lending splendour secret spring source human thought tribute brings waters—with sound half feeble brook
Death," Lo! Death has reared himself a throneIn a strange city lying aloneFar down within the dim West,Wherethe good and the bad and the worst and the best",148,27,lo death reared thronein strange city lying alonefar within dim westwherethe good bad worst best
Death, The deep wine of it risen tall abovethe buried,47,9,deep wine risen tall abovethe buried
Death,"—after Donne's ""Meditation XII""What won’t end a life if a vapor will?If this poem were a violent shaking ofThe air by thunder or by cannon, inThat case the air would be condensed aboveThe thickness of water, of water bakedInto",226,39,—after donne meditation xiiwhat won’t end life vapor willif poem violent shaking ofthe air thunder cannon inthat case air would condensed abovethe thickness water water bakedinto
Death,"‘Oh whence do you come, my dear friend, to me,With your golden hair all fallen below your knee,And your face as white as snowdrops on the lea,And your voice as hollow as the hollow sea?’‘From the other world I come back to you:My locks are uncurled with dripping drenching dew,You",280,50,‘oh whence come dear friend mewith golden hair fallen kneeand face white snowdrop leaand voice hollow hollow sea’‘from world come back youmy lock uncurled dripping drenching dewyou
Death,"‘There’s a footstep coming: look out and see,’     ‘The leaves are falling, the wind is calling;No one cometh across the lea.’—‘There’s a footstep coming: O sister, look.’—     ‘The ripple flashes, the white foam dashes;No one cometh across the brook.’—‘But he promised that he would come:     To-night, to-morrow, in joy or",324,50,‘there’s footstep coming look see’ ‘the leaf falling wind callingno one cometh across lea’—‘there’s footstep coming sister look’— ‘the ripple flash white foam dashesno one cometh across brook’—‘but promised would come tonight tomorrow joy
Death,"""I am come—I am come! once again from the tomb,In return for the ring which you gave;That I am thine, and that thou art mine,This nuptial pledge receive.""He lay like a corse 'neath the Demon's force,",199,36,come—i come tombin return ring gavethat thine thou art minethis nuptial pledge receivehe lay like corse neath demon force
Death,"“Lights out"" along the land, “Lights out” upon the sea. The night must put her hiding hand O’er peaceful towns where children sleep, And peaceful ships that darkly creep Across the waves, as if they were not free.The dragons of the air, The hell-hounds of the deep, Lurking and prowling everywhere, Go forth to seek their helpless prey, Not",340,59,“lights along land “lights out” upon sea night must put hiding hand o’er peaceful town child sleep peaceful ship darkly creep across wave freethe dragon air hellhound deep lurking prowling everywhere go forth seek helpless prey
Death,“the tongues of dying men/enforce attention like deep harmony.”,63,9,“the tongue dying menenforce attention like deep harmony”
Death,"(For Edward J. Wheeler)Within the Jersey City shed The engine coughs and shakes its head. The smoke, a plume of red and white, Waves madly in the face of night. And now the grave incurious stars Gleam on the groaning hurrying",225,41,edward j wheelerwithin jersey city shed engine cough shake head smoke plume red white wave madly face night grave incurious star gleam groaning hurrying
Death,"{on the occasion of Martin Puryear’s Noblesse O’ (red cedar and aluminum paint) at the Dallas Museum of Art}Perfect for picking up marbles, For finding, lifting, a favoriteBlade of grass, O’ magic elastic straw of the watering hole,Perfected for sucking, water, up, Then miraculously aiming back Around, into the mouth, mod implement",333,52,occasion martin puryear’s noblesse o’ red cedar aluminum paint dallas museum artperfect picking marble finding lifting favoriteblade grass o’ magic elastic straw watering holeperfected sucking water miraculously aiming back around mouth mod implement
Death,"1 in my father's tomb the gods have been buried for millennia in Crete Mycenae Mexico or Babylon and your task, young ephebe, is radically changed we're not talking about singing in chorus by the light of the moon nor pretending to the warmth of a bonfire shepherding a metallic herd we're talking about carefully observing",323,56,father tomb god buried millennium crete mycenae mexico babylon task young ephebe radically changed talking singing chorus light moon pretending warmth bonfire shepherding metallic herd talking carefully observing
Death,"1Before he left for combat, he took care of everything: someone to plow the driveway, cut the grass. And the letter he wrote me, just in case, sealed, somewhere, in a drawer; can't be opened, must be opened if he doesn't return. I feel for my keys,hear his voice: Less is better. Late for work, still, I linger at the window of the",331,63,left combat took care everything someone plow driveway cut grass letter wrote case sealed somewhere drawer cant opened must opened doesnt return feel keyshear voice less better late work still linger window
Death,"47. I want to make a dark mirror out of writing: one child facing the other, like Dora and little Hans. I want to write, for example, about the violence done to my father's body as a child. In this re-telling, India is blue, green, black and yellow like the",257,50,want make dark mirror writing one child facing like dora little han want write example violence done father body child retelling india blue green black yellow like
Death,"A cloud has lowered that shall not soon pass o’er.The world takes sides: whether for impious aimsWith Tyranny whose bloody toll enflamesA generous people to heroic war;Whether with Freedom, stretched in her own gore,Whose pleading hands and suppliant distressStill offer hearts that thirst for RighteousnessA glorious cause to strike or",336,50,cloud lowered shall soon pas o’erthe world take side whether impious aimswith tyranny whose bloody toll enflamesa generous people heroic warwhether freedom stretched gorewhose pleading hand suppliant distressstill offer heart thirst righteousnessa glorious cause strike
Death,"A De Chirico head aslant on a coverlet, body mostly flown, the dazed prayers dumb.The ritual cigarette, the ritual drink: incense, holy water. No ambivalence, the woman inside fled, the whispers I make of tenderness—hers—she sleeps through.She's in that corridor, tunnel, the light is left on— shut if off. But the nurse has to",327,54,de chirico head aslant coverlet body mostly flown dazed prayer dumbthe ritual cigarette ritual drink incense holy water ambivalence woman inside fled whisper make tenderness—hers—she sleep throughshes corridor tunnel light left on— shut nurse
Death,"A second ago my heart thump went and I thought, ""This would be a bad time to have a heart attack and die, in the middle of a poem,"" then took comfort in the idea that no one I have ever heardof has ever died in the middle of writinga poem, just",244,52,second ago heart thump went thought would bad time heart attack die middle poem took comfort idea one ever heardof ever died middle writinga poem
Death,"A sight in camp in the daybreak gray and dim,As from my tent I emerge so early sleepless,As slow I walk in the cool fresh air the path near by the hospital tent,Three forms I see on stretchers lying, brought out there untended lying,Over each the blanket spread, ample brownish",277,50,sight camp daybreak gray dimas tent emerge early sleeplessas slow walk cool fresh air path near hospital tentthree form see stretcher lying brought untended lyingover blanket spread ample brownish
Death,"A snake came to my water-trough On a hot, hot day, and I in pyjamas for the heat,To drink there.In the deep, strange-scented shade of the great dark carob treeI came down the steps with my pitcherAnd must wait, must stand and wait, for there he was at the trough before",269,51,snake came watertrough hot hot day pyjama heatto drink therein deep strangescented shade great dark carob treei came step pitcherand must wait must stand wait trough
Death,"A woman tattoos Malik’s name aboveher breast & talks about the conspiracyto destroy blacks. This is all a fancy wayto say that someone kirked out, emptiedfive or six or seven shots into a still warm body.No indictment follows Malik’s death,follows smoke running from a fired pistol.An old quarrel: crimson against",313,50,woman tattoo malik’s name aboveher breast talk conspiracyto destroy black fancy wayto say someone kirked emptiedfive six seven shot still warm bodyno indictment follows malik’s deathfollows smoke running fired pistolan old quarrel crimson
Death,"Adam lay ibounden,Bounden in a bond; Four thousand winterThoght he not too long; And all was for an appil,An appil that he tok, As clerkes findenWreten in here book. Ne hadde the appil take",189,34,adam lay iboundenbounden bond four thousand winterthoght long appilan appil tok clerkes findenwreten book ne hadde appil take
Death,"Admit it— you wanted the end with a serpentinegreed. How to negotiatethat stranglingmist, the fibrous whisper?To cease to existand to dieare two different things entirely. But you knew this,didn't you?Some days you knelt on coinsin those yellow hours. You lit a flameto your shadowand atescorpions",297,45,admit it— wanted end serpentinegreed negotiatethat stranglingmist fibrous whisperto cease existand dieare two different thing entirely knew thisdidnt yousome day knelt coinsin yellow hour lit flameto shadowand atescorpions
Death,"after five times the poem of thy remembrance surprises with refrainof unreasoning summer that by responding ways cloaked with renewal my body turns towardthee againfor the stars have been finished in the nobler trees and the language of leaves repeatseventual perfection while east deserves of dawn, i lie at length,breathing with shut eyesthe sweet earth where",361,56,five time poem thy remembrance surprise refrainof unreasoning summer responding way cloaked renewal body turn towardthee againfor star finished nobler tree language leaf repeatseventual perfection east deserves dawn lie lengthbreathing shut eyesthe sweet earth
Death,"After he died, my father madewhole, I could see him nextto my mother as she smokedon the couch, his face more alivethan at Christmas, the last timeI saw him, struggling to lift his cup. I knew beyond my body, now he’d died,he could show off a row of teeth, wryand silly,",270,51,died father madewhole could see nextto mother smokedon couch face alivethan christmas last timei saw struggling lift cup knew beyond body he’d diedhe could show row teeth wryand silly
Death,"After I've goosed up the fire in the stove with Starter Loggso that it burns like fire on amphetamines; after it's imprisoned,screaming and thrashing, behind the stove door; after I'velistened to the dead composers and watched the brown-plus-graydeer compose into Cubism the trees whose name I",293,46,ive goosed fire stove starter loggso burn like fire amphetamine imprisonedscreaming thrashing behind stove door ivelistened dead composer watched brownplusgraydeer compose cubism tree whose name
Death,after the news of the deadwhether or not we knew them we are saying thank you,77,16,news deadwhether knew saying thank
Death,"after Yusef KomunyakaaMy black face fades, hiding inside black smoke.I knew they'd use it, dammit: tear gas.I'm grown. I'm fresh.Their clouded assumption eyes me like a runaway, guilty as night, chasing morning. I run this way—the street",237,37,yusef komunyakaamy black face fade hiding inside black smokei knew theyd use dammit tear gasim grown im freshtheir clouded assumption eye like runaway guilty night chasing morning run way—the street
Death,"All the hills and vales alongEarth is bursting into song,And the singers are the chapsWho are going to die perhaps.    O sing, marching men,    Till the valleys ring again.    Give your gladness to earth’s keeping,    So be glad, when you are sleeping.",252,42,hill vale alongearth bursting songand singer chapswho going die perhaps sing marching men till valley ring give gladness earth’s keeping glad sleeping
Death,"Allons! after the great Companions, and to belong to them!They too are on the road—they are the swift and majestic men— they are the greatest women,Enjoyers of calms of seas and storms of seas,Sailors of many a ship, walkers of many a mile of land,Habituès of many distant countries, habituès of",295,51,allons great companion belong themthey road—they swift majestic men— greatest womenenjoyers calm sea storm seassailors many ship walker many mile landhabituès many distant country habituès
Death,"Always before your voice my soulhalf-beautiful and wholly drollis as some smooth and awkward foal,whereof young moons beginthe newness of his skin, so of my stupid sincere youththe exquisite failure uncouthdiscovers a trembling and smoothUnstrength,against the strongsilences of your song; or as",295,42,always voice soulhalfbeautiful wholly drollis smooth awkward foalwhereof young moon beginthe newness skin stupid sincere youththe exquisite failure uncouthdiscovers trembling smoothunstrengthagainst strongsilences song
Death,"Ambition—died on August 3, 2015, asudden death. I buried ambition in theforest, next to distress. They used totake walks together until ambitionpushed distress off the embankment.Now, they put a bracelet around myfather’s ankle. The alarm rings whenhe gets too close to the door. Hisambitious nature makes him walk tothe door",325,50,ambition—died august asudden death buried ambition theforest next distress used totake walk together ambitionpushed distress embankmentnow put bracelet around myfather’s ankle alarm ring whenhe get close door hisambitious nature make walk tothe door
Death,"An away of practice the other is Like a river out of acts the other is Hapless, unheard, with marks upon him Having dallied in tarrying unwisely Backlit at an undecidable remove In a house of marks the other is Useless deciding whether to go Or wait in best practices like a child A hapless river filled with",308,58,away practice like river act hapless unheard mark upon dallied tarrying unwisely backlit undecidable remove house mark useless deciding whether go wait best practice like child hapless river filled
Death,"And after the black boy is strangled by police, after the protests where the man, his Rottweiler on an iron leash yells, let's go mash up dis city and another crowd bulks, the parents of the murdered beg us not to become the monsters some think we already are—even when the barista shakes",288,53,black boy strangled police protest man rottweiler iron leash yell let go mash dis city another crowd bulk parent murdered beg u become monster think already are—even barista shake
Death,"and in each for such as fall to board reduced to liquid dispute over sight the term means and the term means territory the term me- island budget, its sole discretion reports instrument pursuant to paragraph or subsection session the public powers by section data in the sunshine code; the board shall secure a metadata government, document electric",349,58,fall board reduced liquid dispute sight term mean term mean territory term island budget sole discretion report instrument pursuant paragraph subsection session public power section data sunshine code board shall secure metadata government document electric
Death,"Animals come down through stars to reach the valley. A coyote with its nose pressed in a rabbit hole. Two Sandhill cranes as tall as rain, and listening north. And when a cougar screams its human scream, I’m suddenly a child again, awake, the parched air raked by drumfire blasts, window panes all gleam and vast, animals angling through",337,59,animal come star reach valley coyote nose pressed rabbit hole two sandhill crane tall rain listening north cougar scream human scream i’m suddenly child awake parched air raked drumfire blast window pane gleam vast animal angling
